300201,432301,583201,_id,year,month,day,date
26.5,29.4,27.8,5f58f72a00db8d380472b899,2013,6,28,2013-06-28T00:00:00.000Z
27,29.3,28.2,5f58f72a00db8d380472b89a,2013,6,29,2013-06-29T00:00:00.000Z
28.3,29.7,28.5,5f58f72a00db8d380472b89b,2013,6,30,2013-06-30T00:00:00.000Z
27.5,30.2,28.7,5f58f72a00db8d380472b89c,2013,7,1,2013-07-01T00:00:00.000Z
27.8,30.5,27.6,5f58f72a00db8d380472b89d,2013,7,2,2013-07-02T00:00:00.000Z
27.8,30.8,27.7,5f58f72a00db8d380472b89e,2013,7,3,2013-07-03T00:00:00.000Z
29,28.9,28,5f58f72a00db8d380472b89f,2013,7,4,2013-07-04T00:00:00.000Z
29.5,29,28.3,5f58f72a00db8d380472b8a0,2013,7,5,2013-07-05T00:00:00.000Z
29.2,28.6,27.7,5f58f72a00db8d380472b8a1,2013,7,6,2013-07-06T00:00:00.000Z
29.8,28.1,27.8,5f58f72a00db8d380472b8a2,2013,7,7,2013-07-07T00:00:00.000Z
28.4,27.9,27.2,5f58f72a00db8d380472b8a3,2013,7,8,2013-07-08T00:00:00.000Z
27.3,28.5,26.6,5f58f72a00db8d380472b8a4,2013,7,9,2013-07-09T00:00:00.000Z
27.4,26.5,27.1,5f58f72a00db8d380472b8a5,2013,7,10,2013-07-10T00:00:00.000Z
26.7,27.3,27.6,5f58f72a00db8d380472b8a6,2013,7,11,2013-07-11T00:00:00.000Z
27.2,28.6,28.4,5f58f72a00db8d380472b8a7,2013,7,12,2013-07-12T00:00:00.000Z
27.2,28.8,28,5f58f72a00db8d380472b8a8,2013,7,13,2013-07-13T00:00:00.000Z
29.6,28.3,27.4,5f58f72a00db8d380472b8a9,2013,7,14,2013-07-14T00:00:00.000Z
28.7,29.3,27.7,5f58f72a00db8d380472b8aa,2013,7,15,2013-07-15T00:00:00.000Z
27.8,29,26.1,5f58f72a00db8d380472b8ab,2013,7,16,2013-07-16T00:00:00.000Z
27.5,29.2,26.5,5f58f72a00db8d380472b8ac,2013,7,17,2013-07-17T00:00:00.000Z
28.3,29.6,28.4,5f58f72a00db8d380472b8ad,2013,7,18,2013-07-18T00:00:00.000Z
28,29.6,28.3,5f58f72a00db8d380472b8ae,2013,7,19,2013-07-19T00:00:00.000Z
28.4,27,28.5,5f58f72a00db8d380472b8af,2013,7,20,2013-07-20T00:00:00.000Z
28,27.6,28.4,5f58f72a00db8d380472b8b0,2013,7,21,2013-07-21T00:00:00.000Z
27.4,28.5,29.2,5f58f72a00db8d380472b8b1,2013,7,22,2013-07-22T00:00:00.000Z
27.3,28.7,27.8,5f58f72a00db8d380472b8b2,2013,7,23,2013-07-23T00:00:00.000Z
27,26.5,27.8,5f58f72a00db8d380472b8b3,2013,7,24,2013-07-24T00:00:00.000Z
26.2,27.7,27.9,5f58f72a00db8d380472b8b4,2013,7,25,2013-07-25T00:00:00.000Z
26.5,27.7,28.5,5f58f72a00db8d380472b8b5,2013,7,26,2013-07-26T00:00:00.000Z
26.2,27.6,27.4,5f58f72a00db8d380472b8b6,2013,7,27,2013-07-27T00:00:00.000Z
27.4,25.6,27.7,5f58f72a00db8d380472b8b7,2013,7,28,2013-07-28T00:00:00.000Z
25.6,26.6,28.3,5f58f72a00db8d380472b8b8,2013,7,29,2013-07-29T00:00:00.000Z
25.4,26.8,28.3,5f58f72a00db8d380472b8b9,2013,7,30,2013-07-30T00:00:00.000Z
26.3,29,27.4,5f58f72a00db8d380472b8ba,2013,7,31,2013-07-31T00:00:00.000Z
27,28.8,26,5f58f72a00db8d380472b8bb,2013,8,1,2013-08-01T00:00:00.000Z
27.8,28.4,27.1,5f58f72a00db8d380472b8bc,2013,8,2,2013-08-02T00:00:00.000Z
28.4,27.8,26.4,5f58f72a00db8d380472b8bd,2013,8,3,2013-08-03T00:00:00.000Z
27.8,28.8,26.4,5f58f72a00db8d380472b8be,2013,8,4,2013-08-04T00:00:00.000Z
27.8,28.7,26.5,5f58f72a00db8d380472b8bf,2013,8,5,2013-08-05T00:00:00.000Z
28.2,28.6,27.1,5f58f72a00db8d380472b8c0,2013,8,6,2013-08-06T00:00:00.000Z
27.5,27.1,27,5f58f72a00db8d380472b8c1,2013,8,7,2013-08-07T00:00:00.000Z
25.6,26.7,26.3,5f58f72a00db8d380472b8c2,2013,8,8,2013-08-08T00:00:00.000Z
24.9,27.6,26.2,5f58f72a00db8d380472b8c3,2013,8,9,2013-08-09T00:00:00.000Z
26.7,28.6,27.2,5f58f72a00db8d380472b8c4,2013,8,10,2013-08-10T00:00:00.000Z
27.6,27.7,26.9,5f58f72a00db8d380472b8c5,2013,8,11,2013-08-11T00:00:00.000Z
26,28.4,28.2,5f58f72a00db8d380472b8c6,2013,8,12,2013-08-12T00:00:00.000Z
27.9,27.8,27.2,5f58f72a00db8d380472b8c7,2013,8,13,2013-08-13T00:00:00.000Z
27.7,28.1,27.4,5f58f72a00db8d380472b8c8,2013,8,14,2013-08-14T00:00:00.000Z
26.9,28.5,27.6,5f58f72a00db8d380472b8c9,2013,8,15,2013-08-15T00:00:00.000Z
26.9,28.3,27.9,5f58f72a00db8d380472b8ca,2013,8,16,2013-08-16T00:00:00.000Z
26.1,29,28,5f58f72a00db8d380472b8cb,2013,8,17,2013-08-17T00:00:00.000Z
26.2,29.2,28,5f58f72a00db8d380472b8cc,2013,8,18,2013-08-18T00:00:00.000Z
26,29,27.8,5f58f72a00db8d380472b8cd,2013,8,19,2013-08-19T00:00:00.000Z
26.3,28.4,28.6,5f58f72a00db8d380472b8ce,2013,8,20,2013-08-20T00:00:00.000Z
26.9,27.9,27.3,5f58f72a00db8d380472b8cf,2013,8,21,2013-08-21T00:00:00.000Z
25.4,27.4,27.8,5f58f72a00db8d380472b8d0,2013,8,22,2013-08-22T00:00:00.000Z
27.4,27,28.7,5f58f72a00db8d380472b8d1,2013,8,23,2013-08-23T00:00:00.000Z
26.9,27.8,28.7,5f58f72a00db8d380472b8d2,2013,8,24,2013-08-24T00:00:00.000Z
25.9,28.4,28,5f58f72a00db8d380472b8d3,2013,8,25,2013-08-25T00:00:00.000Z
26,28.1,27.9,5f58f72a00db8d380472b8d4,2013,8,26,2013-08-26T00:00:00.000Z
27.2,27,26.8,5f58f72a00db8d380472b8d5,2013,8,27,2013-08-27T00:00:00.000Z
27.3,28,27.2,5f58f72a00db8d380472b8d6,2013,8,28,2013-08-28T00:00:00.000Z
28.1,27.4,27.1,5f58f72a00db8d380472b8d7,2013,8,29,2013-08-29T00:00:00.000Z
29,27.6,27.6,5f58f72a00db8d380472b8d8,2013,8,30,2013-08-30T00:00:00.000Z
26.8,28.1,28,5f58f72a00db8d380472b8d9,2013,8,31,2013-08-31T00:00:00.000Z
27.1,28.9,28.3,5f58f72a00db8d380472b8da,2013,9,1,2013-09-01T00:00:00.000Z
27.8,27.6,28,5f58f72a00db8d380472b8db,2013,9,2,2013-09-02T00:00:00.000Z
27.7,27.5,28,5f58f72a00db8d380472b8dc,2013,9,3,2013-09-03T00:00:00.000Z
28.2,28.8,28.7,5f58f72a00db8d380472b8dd,2013,9,4,2013-09-04T00:00:00.000Z
28.4,30,28.1,5f58f72a00db8d380472b8de,2013,9,5,2013-09-05T00:00:00.000Z
26.5,29.4,27.3,5f58f72a00db8d380472b8df,2013,9,6,2013-09-06T00:00:00.000Z
27.2,28.6,26.9,5f58f72a00db8d380472b8e0,2013,9,7,2013-09-07T00:00:00.000Z
27.5,27.6,26.3,5f58f72a00db8d380472b8e1,2013,9,8,2013-09-08T00:00:00.000Z
26.9,27.2,26.5,5f58f72a00db8d380472b8e2,2013,9,9,2013-09-09T00:00:00.000Z
26.9,28.2,26.9,5f58f72a00db8d380472b8e3,2013,9,10,2013-09-10T00:00:00.000Z
27.5,29.2,27.9,5f58f72a00db8d380472b8e4,2013,9,11,2013-09-11T00:00:00.000Z
26.6,28.5,27.1,5f58f72a00db8d380472b8e5,2013,9,12,2013-09-12T00:00:00.000Z
26.3,26.1,27.7,5f58f72a00db8d380472b8e6,2013,9,13,2013-09-13T00:00:00.000Z
26.9,26.3,26.6,5f58f72a00db8d380472b8e7,2013,9,14,2013-09-14T00:00:00.000Z
26.3,26.6,27.4,5f58f72a00db8d380472b8e8,2013,9,15,2013-09-15T00:00:00.000Z
25.8,28.1,28.2,5f58f72a00db8d380472b8e9,2013,9,16,2013-09-16T00:00:00.000Z
26.7,28,28.5,5f58f72a00db8d380472b8ea,2013,9,17,2013-09-17T00:00:00.000Z
27.1,25.9,28.9,5f58f72a00db8d380472b8eb,2013,9,18,2013-09-18T00:00:00.000Z
27.6,25.2,28.9,5f58f72a00db8d380472b8ec,2013,9,19,2013-09-19T00:00:00.000Z
28.2,25.4,28.7,5f58f72a00db8d380472b8ed,2013,9,20,2013-09-20T00:00:00.000Z
27.6,26.1,28.9,5f58f72a00db8d380472b8ee,2013,9,21,2013-09-21T00:00:00.000Z
29.1,27.5,29.5,5f58f72a00db8d380472b8ef,2013,9,22,2013-09-22T00:00:00.000Z
28.7,25.9,29.5,5f58f72a00db8d380472b8f0,2013,9,23,2013-09-23T00:00:00.000Z
27.8,NaN,29.3,5f58f72a00db8d380472b8f1,2013,9,24,2013-09-24T00:00:00.000Z
26.6,NaN,28.5,5f58f72a00db8d380472b8f2,2013,9,25,2013-09-25T00:00:00.000Z
27.5,NaN,28.9,5f58f72a00db8d380472b8f3,2013,9,26,2013-09-26T00:00:00.000Z
25.9,NaN,27.5,5f58f72a00db8d380472b8f4,2013,9,27,2013-09-27T00:00:00.000Z
25.6,NaN,27.3,5f58f72a00db8d380472b8f5,2013,9,28,2013-09-28T00:00:00.000Z
26.1,NaN,27.2,5f58f72a00db8d380472b8f6,2013,9,29,2013-09-29T00:00:00.000Z
27.5,NaN,28.2,5f58f72a00db8d380472b8f7,2013,9,30,2013-09-30T00:00:00.000Z
24.8,NaN,26.2,5f58f72a00db8d380472b8f8,2013,10,1,2013-10-01T00:00:00.000Z
26.3,26,26.4,5f58f72a00db8d380472b8f9,2013,10,2,2013-10-02T00:00:00.000Z
26.2,NaN,27.9,5f58f72a00db8d380472b8fa,2013,10,3,2013-10-03T00:00:00.000Z
27.1,NaN,28.7,5f58f72a00db8d380472b8fb,2013,10,4,2013-10-04T00:00:00.000Z
27.7,NaN,27.4,5f58f72a00db8d380472b8fc,2013,10,5,2013-10-05T00:00:00.000Z
26.6,NaN,27,5f58f72a00db8d380472b8fd,2013,10,6,2013-10-06T00:00:00.000Z
27.5,27.4,27.6,5f58f72a00db8d380472b8fe,2013,10,7,2013-10-07T00:00:00.000Z
27.1,26.6,28.4,5f58f72a00db8d380472b8ff,2013,10,8,2013-10-08T00:00:00.000Z
25.5,26.9,28.1,5f58f72a00db8d380472b900,2013,10,9,2013-10-09T00:00:00.000Z
25.2,27.1,27.4,5f58f72a00db8d380472b901,2013,10,10,2013-10-10T00:00:00.000Z
26.4,27.1,28.5,5f58f72a00db8d380472b902,2013,10,11,2013-10-11T00:00:00.000Z
26,27.5,28.2,5f58f72a00db8d380472b903,2013,10,12,2013-10-12T00:00:00.000Z
26,27.6,27.1,5f58f72a00db8d380472b904,2013,10,13,2013-10-13T00:00:00.000Z
26.7,28.1,27.6,5f58f72a00db8d380472b905,2013,10,14,2013-10-14T00:00:00.000Z
27.1,26.1,28.1,5f58f72a00db8d380472b906,2013,10,15,2013-10-15T00:00:00.000Z
27.2,23.8,27.2,5f58f72a00db8d380472b907,2013,10,16,2013-10-16T00:00:00.000Z
25.4,27,27.6,5f58f72a00db8d380472b908,2013,10,17,2013-10-17T00:00:00.000Z
24.5,26.4,28.2,5f58f72a00db8d380472b909,2013,10,18,2013-10-18T00:00:00.000Z
25.2,25.8,27.5,5f58f72a00db8d380472b90a,2013,10,19,2013-10-19T00:00:00.000Z
26.2,26.3,26,5f58f72a00db8d380472b90b,2013,10,20,2013-10-20T00:00:00.000Z
26.1,26.1,25.7,5f58f72a00db8d380472b90c,2013,10,21,2013-10-21T00:00:00.000Z
25.5,26.7,26.3,5f58f72a00db8d380472b90d,2013,10,22,2013-10-22T00:00:00.000Z
26.4,26.6,25.5,5f58f72a00db8d380472b90e,2013,10,23,2013-10-23T00:00:00.000Z
25.9,26.3,26.9,5f58f72a00db8d380472b90f,2013,10,24,2013-10-24T00:00:00.000Z
26.1,25.1,26.3,5f58f72a00db8d380472b910,2013,10,25,2013-10-25T00:00:00.000Z
24.5,24.8,26.2,5f58f72a00db8d380472b911,2013,10,26,2013-10-26T00:00:00.000Z
23.4,24.6,25.4,5f58f72a00db8d380472b912,2013,10,27,2013-10-27T00:00:00.000Z
23.5,25.1,27,5f58f72a00db8d380472b913,2013,10,28,2013-10-28T00:00:00.000Z
24.5,26.4,27.3,5f58f72a00db8d380472b914,2013,10,29,2013-10-29T00:00:00.000Z
25.4,26.7,27.8,5f58f72a00db8d380472b915,2013,10,30,2013-10-30T00:00:00.000Z
26.4,27.1,27.7,5f58f72a00db8d380472b916,2013,10,31,2013-10-31T00:00:00.000Z
26.2,27,27.6,5f58f72a00db8d380472b917,2013,11,1,2013-11-01T00:00:00.000Z
26,26.2,27.8,5f58f72a00db8d380472b918,2013,11,2,2013-11-02T00:00:00.000Z
25.9,25.3,26.5,5f58f72a00db8d380472b919,2013,11,3,2013-11-03T00:00:00.000Z
25.6,25.1,27.4,5f58f72a00db8d380472b91a,2013,11,4,2013-11-04T00:00:00.000Z
25.2,26,26.1,5f58f72a00db8d380472b91b,2013,11,5,2013-11-05T00:00:00.000Z
23.7,26.7,25.4,5f58f72a00db8d380472b91c,2013,11,6,2013-11-06T00:00:00.000Z
24.3,25.2,27.2,5f58f72a00db8d380472b91d,2013,11,7,2013-11-07T00:00:00.000Z
25.3,26.8,27.7,5f58f72a00db8d380472b91e,2013,11,8,2013-11-08T00:00:00.000Z
26,27.2,27.6,5f58f72a00db8d380472b91f,2013,11,9,2013-11-09T00:00:00.000Z
25.3,26.9,28.1,5f58f72a00db8d380472b920,2013,11,10,2013-11-10T00:00:00.000Z
25.2,27.8,27.5,5f58f72a00db8d380472b921,2013,11,11,2013-11-11T00:00:00.000Z
25.9,28.5,27.9,5f58f72a00db8d380472b922,2013,11,12,2013-11-12T00:00:00.000Z
26.4,28.1,27.8,5f58f72a00db8d380472b923,2013,11,13,2013-11-13T00:00:00.000Z
26.4,27.1,28,5f58f72a00db8d380472b924,2013,11,14,2013-11-14T00:00:00.000Z
26.5,24.6,28.7,5f58f72a00db8d380472b925,2013,11,15,2013-11-15T00:00:00.000Z
27,25.3,27.3,5f58f72a00db8d380472b926,2013,11,16,2013-11-16T00:00:00.000Z
25.6,24.7,27.4,5f58f72a00db8d380472b927,2013,11,17,2013-11-17T00:00:00.000Z
26,24.9,26.4,5f58f72a00db8d380472b928,2013,11,18,2013-11-18T00:00:00.000Z
24.4,25.9,25.1,5f58f72a00db8d380472b929,2013,11,19,2013-11-19T00:00:00.000Z
24.8,24.7,23.4,5f58f72a00db8d380472b92a,2013,11,20,2013-11-20T00:00:00.000Z
25.2,25.1,23.1,5f58f72a00db8d380472b92b,2013,11,21,2013-11-21T00:00:00.000Z
25.7,26.1,25.3,5f58f72a00db8d380472b92c,2013,11,22,2013-11-22T00:00:00.000Z
24.4,26.5,26.7,5f58f72a00db8d380472b92d,2013,11,23,2013-11-23T00:00:00.000Z
24.5,26.6,26.8,5f58f72a00db8d380472b92e,2013,11,24,2013-11-24T00:00:00.000Z
25.2,27.7,27.1,5f58f72a00db8d380472b92f,2013,11,25,2013-11-25T00:00:00.000Z
25.1,26.2,27.7,5f58f72a00db8d380472b930,2013,11,26,2013-11-26T00:00:00.000Z
25.8,26.7,25.4,5f58f72a00db8d380472b931,2013,11,27,2013-11-27T00:00:00.000Z
26.5,26.1,25,5f58f72a00db8d380472b932,2013,11,28,2013-11-28T00:00:00.000Z
26.7,23,25.5,5f58f72a00db8d380472b933,2013,11,29,2013-11-29T00:00:00.000Z
26.2,22.5,27.8,5f58f72a00db8d380472b934,2013,11,30,2013-11-30T00:00:00.000Z
25.6,22.7,27.7,5f58f72a00db8d380472b935,2013,12,1,2013-12-01T00:00:00.000Z
24.4,21.2,26.2,5f58f72a00db8d380472b936,2013,12,2,2013-12-02T00:00:00.000Z
23.7,20.9,25.7,5f58f72a00db8d380472b937,2013,12,3,2013-12-03T00:00:00.000Z
23.4,22.7,26.4,5f58f72a00db8d380472b938,2013,12,4,2013-12-04T00:00:00.000Z
22.2,23.4,26.1,5f58f72a00db8d380472b939,2013,12,5,2013-12-05T00:00:00.000Z
22.1,22.9,26.8,5f58f72a00db8d380472b93a,2013,12,6,2013-12-06T00:00:00.000Z
21.1,21.1,27.3,5f58f72a00db8d380472b93b,2013,12,7,2013-12-07T00:00:00.000Z
22.4,21.2,26.6,5f58f72a00db8d380472b93c,2013,12,8,2013-12-08T00:00:00.000Z
23.1,23.1,26.6,5f58f72a00db8d380472b93d,2013,12,9,2013-12-09T00:00:00.000Z
23.1,23.5,25.5,5f58f72a00db8d380472b93e,2013,12,10,2013-12-10T00:00:00.000Z
22.6,23.7,25.8,5f58f72a00db8d380472b93f,2013,12,11,2013-12-11T00:00:00.000Z
23.7,23.4,26.7,5f58f72a00db8d380472b940,2013,12,12,2013-12-12T00:00:00.000Z
23.2,24.9,27,5f58f72a00db8d380472b941,2013,12,13,2013-12-13T00:00:00.000Z
23.9,25.3,26.1,5f58f72a00db8d380472b942,2013,12,14,2013-12-14T00:00:00.000Z
22.4,25.3,26.6,5f58f72a00db8d380472b943,2013,12,15,2013-12-15T00:00:00.000Z
18.6,20.9,26.5,5f58f72a00db8d380472b944,2013,12,16,2013-12-16T00:00:00.000Z
16.9,17.2,27.5,5f58f72a00db8d380472b945,2013,12,17,2013-12-17T00:00:00.000Z
16.2,18.6,25.6,5f58f72a00db8d380472b946,2013,12,18,2013-12-18T00:00:00.000Z
16.3,18.6,26.3,5f58f72a00db8d380472b947,2013,12,19,2013-12-19T00:00:00.000Z
17.2,18.4,27.6,5f58f72a00db8d380472b948,2013,12,20,2013-12-20T00:00:00.000Z
17.4,18,25.7,5f58f72a00db8d380472b949,2013,12,21,2013-12-21T00:00:00.000Z
17.5,18.5,26.9,5f58f72a00db8d380472b94a,2013,12,22,2013-12-22T00:00:00.000Z
17,19.5,26.6,5f58f72a00db8d380472b94b,2013,12,23,2013-12-23T00:00:00.000Z
17.6,19.9,26.7,5f58f72a00db8d380472b94c,2013,12,24,2013-12-24T00:00:00.000Z
18.2,19.3,26.9,5f58f72a00db8d380472b94d,2013,12,25,2013-12-25T00:00:00.000Z
18,18.4,26.5,5f58f72a00db8d380472b94e,2013,12,26,2013-12-26T00:00:00.000Z
18.7,18.6,26.3,5f58f72a00db8d380472b94f,2013,12,27,2013-12-27T00:00:00.000Z
18.9,17.8,25.3,5f58f72a00db8d380472b950,2013,12,28,2013-12-28T00:00:00.000Z
19.1,18.6,24.8,5f58f72a00db8d380472b951,2013,12,29,2013-12-29T00:00:00.000Z
19.1,18.8,24.1,5f58f72a00db8d380472b952,2013,12,30,2013-12-30T00:00:00.000Z
19.5,18.9,25.5,5f58f72a00db8d380472b953,2013,12,31,2013-12-31T00:00:00.000Z
19.1,19.6,25.2,5f58f72a00db8d380472b954,2014,1,1,2014-01-01T00:00:00.000Z
19.1,20.2,26,5f58f72a00db8d380472b955,2014,1,2,2014-01-02T00:00:00.000Z
19.4,21.3,26.6,5f58f72a00db8d380472b956,2014,1,3,2014-01-03T00:00:00.000Z
19.4,22.4,26.8,5f58f72a00db8d380472b957,2014,1,4,2014-01-04T00:00:00.000Z
20,21.6,26.3,5f58f72a00db8d380472b958,2014,1,5,2014-01-05T00:00:00.000Z
20.4,22.9,27,5f58f72a00db8d380472b959,2014,1,6,2014-01-06T00:00:00.000Z
21,24.1,26.9,5f58f72a00db8d380472b95a,2014,1,7,2014-01-07T00:00:00.000Z
19.8,24.9,25.7,5f58f72a00db8d380472b95b,2014,1,8,2014-01-08T00:00:00.000Z
18.9,23.7,25.4,5f58f72a00db8d380472b95c,2014,1,9,2014-01-09T00:00:00.000Z
19.2,23.3,25.6,5f58f72a00db8d380472b95d,2014,1,10,2014-01-10T00:00:00.000Z
19.5,23.4,24.8,5f58f72a00db8d380472b95e,2014,1,11,2014-01-11T00:00:00.000Z
20.9,23.1,25.8,5f58f72a00db8d380472b95f,2014,1,12,2014-01-12T00:00:00.000Z
20.1,22.5,26,5f58f72a00db8d380472b960,2014,1,13,2014-01-13T00:00:00.000Z
19.9,19.7,25.9,5f58f72a00db8d380472b961,2014,1,14,2014-01-14T00:00:00.000Z
20.4,17.9,25.7,5f58f72a00db8d380472b962,2014,1,15,2014-01-15T00:00:00.000Z
19.6,18.6,25.9,5f58f72a00db8d380472b963,2014,1,16,2014-01-16T00:00:00.000Z
19.3,19.8,25.3,5f58f72a00db8d380472b964,2014,1,17,2014-01-17T00:00:00.000Z
20.8,19.9,25.4,5f58f72a00db8d380472b965,2014,1,18,2014-01-18T00:00:00.000Z
20,19.4,25.1,5f58f72a00db8d380472b966,2014,1,19,2014-01-19T00:00:00.000Z
18.6,20.4,25.7,5f58f72a00db8d380472b967,2014,1,20,2014-01-20T00:00:00.000Z
19.7,19.8,25,5f58f72a00db8d380472b968,2014,1,21,2014-01-21T00:00:00.000Z
17.8,18.1,25.5,5f58f72a00db8d380472b969,2014,1,22,2014-01-22T00:00:00.000Z
17.3,17.9,25.2,5f58f72a00db8d380472b96a,2014,1,23,2014-01-23T00:00:00.000Z
17.8,18.7,24.2,5f58f72a00db8d380472b96b,2014,1,24,2014-01-24T00:00:00.000Z
19,19.8,25,5f58f72a00db8d380472b96c,2014,1,25,2014-01-25T00:00:00.000Z
20.7,21.6,25.2,5f58f72a00db8d380472b96d,2014,1,26,2014-01-26T00:00:00.000Z
21,22.3,25.3,5f58f72a00db8d380472b96e,2014,1,27,2014-01-27T00:00:00.000Z
20.7,22.3,24.9,5f58f72a00db8d380472b96f,2014,1,28,2014-01-28T00:00:00.000Z
20.8,23.2,25.2,5f58f72a00db8d380472b970,2014,1,29,2014-01-29T00:00:00.000Z
20.7,23,25.2,5f58f72a00db8d380472b971,2014,1,30,2014-01-30T00:00:00.000Z
21.2,21.9,25,5f58f72a00db8d380472b972,2014,1,31,2014-01-31T00:00:00.000Z
21.8,23.1,23.9,5f58f72a00db8d380472b973,2014,2,1,2014-02-01T00:00:00.000Z
21.8,24.5,24,5f58f72a00db8d380472b974,2014,2,2,2014-02-02T00:00:00.000Z
20.3,26.5,25.3,5f58f72a00db8d380472b975,2014,2,3,2014-02-03T00:00:00.000Z
20.2,26.9,24.4,5f58f72a00db8d380472b976,2014,2,4,2014-02-04T00:00:00.000Z
20.5,26.8,24.4,5f58f72a00db8d380472b977,2014,2,5,2014-02-05T00:00:00.000Z
21,27,25.5,5f58f72a00db8d380472b978,2014,2,6,2014-02-06T00:00:00.000Z
21.3,27.1,24.9,5f58f72a00db8d380472b979,2014,2,7,2014-02-07T00:00:00.000Z
20.5,27.3,25.6,5f58f72a00db8d380472b97a,2014,2,8,2014-02-08T00:00:00.000Z
20.2,26.3,26.4,5f58f72a00db8d380472b97b,2014,2,9,2014-02-09T00:00:00.000Z
21,26.4,26.6,5f58f72a00db8d380472b97c,2014,2,10,2014-02-10T00:00:00.000Z
21.5,24.9,26.4,5f58f72a00db8d380472b97d,2014,2,11,2014-02-11T00:00:00.000Z
21.6,24.8,26.5,5f58f72a00db8d380472b97e,2014,2,12,2014-02-12T00:00:00.000Z
21.7,27,26.4,5f58f72a00db8d380472b97f,2014,2,13,2014-02-13T00:00:00.000Z
23,22.8,27.1,5f58f72a00db8d380472b980,2014,2,14,2014-02-14T00:00:00.000Z
23,22.9,27.1,5f58f72a00db8d380472b981,2014,2,15,2014-02-15T00:00:00.000Z
23.3,26,26.1,5f58f72a00db8d380472b982,2014,2,16,2014-02-16T00:00:00.000Z
24.1,27.3,26.5,5f58f72a00db8d380472b983,2014,2,17,2014-02-17T00:00:00.000Z
24.5,28.1,26.7,5f58f72a00db8d380472b984,2014,2,18,2014-02-18T00:00:00.000Z
24,25.6,26.5,5f58f72a00db8d380472b985,2014,2,19,2014-02-19T00:00:00.000Z
23.1,17.7,27.3,5f58f72a00db8d380472b986,2014,2,20,2014-02-20T00:00:00.000Z
23.3,21.7,27.1,5f58f72a00db8d380472b987,2014,2,21,2014-02-21T00:00:00.000Z
24,24.9,27,5f58f72a00db8d380472b988,2014,2,22,2014-02-22T00:00:00.000Z
23.8,25.8,26.9,5f58f72a00db8d380472b989,2014,2,23,2014-02-23T00:00:00.000Z
23.6,26.4,26.3,5f58f72a00db8d380472b98a,2014,2,24,2014-02-24T00:00:00.000Z
23.5,26.9,25.7,5f58f72a00db8d380472b98b,2014,2,25,2014-02-25T00:00:00.000Z
23.2,28.1,25.6,5f58f72a00db8d380472b98c,2014,2,26,2014-02-26T00:00:00.000Z
22.9,28.1,26.4,5f58f72a00db8d380472b98d,2014,2,27,2014-02-27T00:00:00.000Z
24.1,28.2,26.5,5f58f72a00db8d380472b98e,2014,2,28,2014-02-28T00:00:00.000Z
24.5,28.6,26.4,5f58f72a00db8d380472b98f,2014,3,1,2014-03-01T00:00:00.000Z
24.3,29.4,26,5f58f72a00db8d380472b990,2014,3,2,2014-03-02T00:00:00.000Z
24.5,29.9,26.2,5f58f72a00db8d380472b991,2014,3,3,2014-03-03T00:00:00.000Z
24.5,29.1,26.4,5f58f72a00db8d380472b992,2014,3,4,2014-03-04T00:00:00.000Z
23.5,29.1,25.8,5f58f72a00db8d380472b993,2014,3,5,2014-03-05T00:00:00.000Z
24.6,29.5,25.6,5f58f72a00db8d380472b994,2014,3,6,2014-03-06T00:00:00.000Z
25,29.6,26.7,5f58f72a00db8d380472b995,2014,3,7,2014-03-07T00:00:00.000Z
25.5,29,26.9,5f58f72a00db8d380472b996,2014,3,8,2014-03-08T00:00:00.000Z
25.3,29.2,25.8,5f58f72a00db8d380472b997,2014,3,9,2014-03-09T00:00:00.000Z
26.2,29.1,26.6,5f58f72a00db8d380472b998,2014,3,10,2014-03-10T00:00:00.000Z
26.3,28.9,26.5,5f58f72a00db8d380472b999,2014,3,11,2014-03-11T00:00:00.000Z
26.2,29.5,27.4,5f58f72a00db8d380472b99a,2014,3,12,2014-03-12T00:00:00.000Z
25.4,29.4,26.8,5f58f72a00db8d380472b99b,2014,3,13,2014-03-13T00:00:00.000Z
25.5,30.1,28.1,5f58f72a00db8d380472b99c,2014,3,14,2014-03-14T00:00:00.000Z
25.5,29.3,26.7,5f58f72a00db8d380472b99d,2014,3,15,2014-03-15T00:00:00.000Z
26.6,30.3,28.7,5f58f72a00db8d380472b99e,2014,3,16,2014-03-16T00:00:00.000Z
26.4,30.4,28.9,5f58f72a00db8d380472b99f,2014,3,17,2014-03-17T00:00:00.000Z
26.5,31.4,28.2,5f58f72a00db8d380472b9a0,2014,3,18,2014-03-18T00:00:00.000Z
26.6,31.2,27.3,5f58f72a00db8d380472b9a1,2014,3,19,2014-03-19T00:00:00.000Z
25.8,30.6,26.8,5f58f72a00db8d380472b9a2,2014,3,20,2014-03-20T00:00:00.000Z
25.2,28.5,27.1,5f58f72a00db8d380472b9a3,2014,3,21,2014-03-21T00:00:00.000Z
25.5,25.3,27.7,5f58f72a00db8d380472b9a4,2014,3,22,2014-03-22T00:00:00.000Z
26.4,26.6,26.8,5f58f72a00db8d380472b9a5,2014,3,23,2014-03-23T00:00:00.000Z
25.1,27.9,26.9,5f58f72a00db8d380472b9a6,2014,3,24,2014-03-24T00:00:00.000Z
26.1,29.3,28,5f58f72a00db8d380472b9a7,2014,3,25,2014-03-25T00:00:00.000Z
